   PKT No.	     X	     Y	     Z	Angle(Degree)
0, -0.06, -0.06, 0.00, 0.21
1, -0.25, -0.15, -0.00, 0.61
2, 0.15, 0.18, -0.00, -0.80
3, 0.70, 1.28, 0.01, -1.29
4, 1.11, 2.24, -0.00, -2.16
5, 0.67, 2.71, 0.02, -3.21
6, 1.05, 2.46, 0.02, -5.03
7, 1.10, 1.64, 0.04, -4.15
8, 0.67, 2.73, 0.04, -2.16
9, 0.72, 3.76, 0.04, -0.94
10, 1.73, 3.59, 0.04, -0.32
11, 2.86, 3.16, 0.03, 0.55
12, 3.49, 2.13, 0.02, 0.74
13, 4.16, 1.05, -0.01, 0.86
14, 4.80, -0.00, -0.04, 0.82
15, 5.40, -1.11, -0.07, 0.87
16, 6.01, -2.26, -0.12, 0.79
17, 6.72, -3.29, -0.16, 0.81
18, 7.38, -4.39, -0.21, 0.87
19, 7.97, -5.55, -0.26, 0.93
20, 8.52, -6.69, -0.31, 0.90
21, 9.23, -7.74, -0.36, 0.83
22, 9.80, -8.86, -0.41, 0.82
23, 10.45, -9.87, -0.45, 0.75
24, 11.13, -10.90, -0.50, 0.78
25, 11.80, -11.96, -0.54, 0.81
26, 12.44, -13.04, -0.59, 0.78
27, 13.17, -14.10, -0.64, 0.83
28, 13.78, -15.20, -0.68, 0.78
29, 14.35, -16.33, -0.73, 0.83
30, 15.01, -17.36, -0.77, 0.75
31, 15.69, -18.38, -0.82, 0.77
32, 16.27, -19.45, -0.87, 0.84
33, 16.92, -20.54, -0.92, 0.78
34, 17.55, -21.64, -0.97, 0.81
35, 18.18, -22.73, -1.02, 0.85
36, 18.64, -23.85, -1.07, 0.86
37, 18.49, -24.94, -1.10, 2.18
38, 17.43, -25.53, -1.12, 2.44
39, 16.40, -26.19, -1.14, 2.34
40, 15.42, -26.87, -1.18, 2.28
41, 14.49, -27.54, -1.21, 2.40
42, 13.52, -28.00, -1.24, 3.22
43, 12.95, -27.10, -1.24, 4.56
44, 13.84, -26.31, -1.14, 5.52
45, 14.99, -25.90, -1.09, 5.63
46, 16.12, -25.39, -1.05, 5.55
47, 17.17, -24.87, -1.04, 5.50
48, 18.08, -24.14, -1.05, 5.42
49, 19.04, -23.50, -1.06, 5.41
50, 19.83, -22.71, -1.09, 5.17
51, 20.76, -21.90, -1.12, 5.46
52, 21.85, -21.31, -1.16, 5.49
53, 22.95, -20.70, -1.20, 5.71
54, 23.95, -20.56, -1.23, 5.95
55, 24.60, -21.61, -1.25, 7.64
56, 23.83, -22.72, -1.22, 8.53
57, 22.63, -23.21, -1.20, 8.93
58, 21.37, -23.47, -1.24, 9.08
59, 20.13, -23.19, -1.29, 9.58
60, 18.98, -22.85, -1.34, 9.41
61, 17.75, -22.82, -1.38, 9.23
62, 16.48, -22.87, -1.43, 9.03
63, 15.16, -23.13, -1.48, 8.92
64, 13.90, -23.52, -1.52, 8.97
65, 12.59, -23.76, -1.57, 8.99
66, 11.25, -23.91, -1.62, 9.05
67, 9.92, -24.16, -1.67, 9.02
68, 8.57, -24.38, -1.72, 9.05
69, 7.23, -24.69, -1.78, 9.04
70, 5.87, -24.86, -1.83, 9.07
71, 4.52, -25.10, -1.89, 9.09
72, 3.14, -25.31, -1.95, 9.17
73, 1.74, -25.25, -2.00, 9.20
74, 0.40, -25.38, -2.05, 9.07
75, -0.98, -25.62, -2.11, 9.04
76, -2.38, -25.79, -2.17, 9.15
77, -3.73, -25.92, -2.23, 8.97
78, -4.85, -26.51, -2.27, 8.43
79, -4.96, -27.26, -2.24, 7.61
80, -4.88, -28.35, -2.23, 6.63
81, -3.68, -28.16, -2.19, 6.07
82, -2.85, -29.03, -2.18, 7.44
83, -2.86, -30.13, -2.20, 6.95
84, -1.94, -30.37, -2.19, 6.79
85, -1.99, -30.39, -2.20, 7.12
