   PKT No.	     X	     Y	     Z	Angle(Degree)
0, 0.00, -0.00, -0.00, 0.00
1, 0.21, 0.47, -0.00, 0.23
2, 0.39, 1.74, 0.00, 0.01
3, -0.21, 2.80, 0.01, -0.84
4, -1.10, 3.41, 0.03, -1.06
5, -1.35, 3.70, 0.03, 0.22
6, -0.79, 4.36, 0.03, 0.60
7, 0.32, 4.81, 0.03, 1.45
8, 1.55, 4.65, 0.03, 1.78
9, 2.70, 4.21, 0.04, 1.87
10, 3.85, 3.82, 0.05, 1.85
11, 4.99, 3.37, 0.05, 1.91
12, 6.13, 2.96, 0.06, 1.88
13, 7.29, 2.60, 0.06, 1.85
14, 8.48, 2.21, 0.07, 1.85
15, 9.62, 1.75, 0.08, 1.87
16, 10.77, 1.28, 0.09, 1.86
17, 11.95, 0.92, 0.10, 1.81
18, 13.09, 0.43, 0.11, 1.96
19, 14.27, 0.13, 0.12, 1.72
20, 15.47, -0.19, 0.13, 1.86
21, 16.61, -0.65, 0.14, 1.83
22, 17.75, -1.05, 0.15, 1.84
23, 18.88, -1.38, 0.17, 1.82
24, 20.02, -1.74, 0.18, 1.83
25, 21.15, -2.11, 0.19, 1.83
26, 22.27, -2.49, 0.21, 1.81
27, 23.41, -2.81, 0.22, 1.77
28, 24.42, -3.12, 0.24, 1.48
29, 24.49, -2.79, 0.25, -0.39
30, 23.67, -2.17, 0.27, -1.23
31, 22.54, -2.05, 0.27, -1.49
32, 21.37, -1.95, 0.28, -1.47
33, 20.16, -1.75, 0.29, -1.39
34, 18.98, -1.43, 0.30, -1.30
35, 17.79, -1.10, 0.31, -1.37
36, 16.61, -0.75, 0.32, -1.34
37, 15.39, -0.44, 0.33, -1.37
38, 14.20, -0.09, 0.34, -1.39
39, 13.01, 0.19, 0.36, -1.41
40, 11.81, 0.42, 0.37, -1.42
41, 10.58, 0.72, 0.38, -1.36
42, 9.39, 1.04, 0.40, -1.37
43, 8.10, 1.35, 0.41, -1.42
44, 6.89, 1.63, 0.42, -1.39
45, 5.74, 1.94, 0.43, -1.34
46, 4.53, 2.30, 0.45, -1.40
47, 3.30, 2.65, 0.46, -1.40
48, 2.11, 2.93, 0.48, -1.41
49, 0.93, 3.27, 0.48, -1.32
50, -0.26, 3.49, 0.50, -1.65
51, -0.95, 2.96, 0.52, -2.92
52, -1.51, 2.06, 0.53, -2.87
53, -1.10, 1.67, 0.54, -4.46
54, -0.02, 1.45, 0.56, -4.20
55, 0.30, 0.34, 0.58, -3.26
56, 0.33, -0.68, 0.59, -3.23
57, 0.20, -1.27, 0.59, -2.92
58, -0.23, -2.06, 0.60, -3.02
59, -0.35, -2.93, 0.61, -3.43
60, -0.43, -2.72, 0.61, -6.00
61, -0.18, -1.92, 0.62, -5.40
62, -0.12, -1.52, 0.63, -6.02
63, 0.40, -0.45, 0.64, -5.57
64, 0.69, -0.27, 0.64, -4.40
65, 0.54, -0.97, 0.64, -3.77
66, 0.74, -0.98, 0.64, -4.68
67, 0.31, -1.01, 0.63, -5.78
68, 0.38, -0.35, 0.64, -6.19
